﻿Nom du festival;Région principale de déroulement;Département principal de déroulement;Commune principale de déroulement;Code postal;Site internet du festival;Adresse e-mail;Décennie de création du festival;Année de création du festival;Discipline dominante;Période principale de déroulement du festival;Géocodage xy
T.A.T ! - Théâtre Amour & Transats;Île-de-France;Val-de-Marne;Vitry-sur-Seine;94081;https://nouveaugareautheatre.com/agenda/festival-ete-21;contact@gareautheatre.com;2010 et après;2021;Spectacle vivant;Saison (21 juin - 5 septembre);48.7882828307, 2.39412680533
Chemins de traverses;Île-de-France;Seine-Saint-Denis;Noisy-le-Grand;93051;https://www.tourisme93.com/document.php?pagendx=815&engine_zoom=FMAIDFC930028175;assoeurekart@gmail.com;2010 et après;2021;Spectacle vivant;Après-saison (6 septembre - 31 décembre);48.8361825401, 2.56443736814
La ToulHoops;Occitanie;Haute-Garonne;Ramonville-Saint-Agne;31446;https://www.helloasso.com/associations/croco-fume/evenements/la-toulhoops-un-weekend-de-hoopdance-a-toulouse/1;bonjour@crocofume.com;2010 et après;2021;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.5441837911, 1.47782372823
Festival Atip'Art;Guyane;Guyane;Macouria;97305;macouria.fr;culture@villedemacouria.fr;2010 et après;2020;Arts visuels, arts numériques;Octobre;4.98238462171, -52.5084392425
Am'Afro Festival;Guyane;Guyane;Matoury;97307;www.urbanstepfestival.com;urbanstep.info@gmail.com;2010 et après;2020;Spectacle vivant;Octobre;4.83179351032, -52.3435609813
Les in:entendu·e·s;Centre-Val de Loire;Indre-et-Loire;Neuvy-le-Roi;37170;https://lesinentendus.fr/;contact@lesinentendus.fr;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);47.6044637053, 0.589828004611
ACTE;Occitanie;Gard;Saint-Gilles;30258;https://acte.bio/;developpement@tntb.net;2010 et après;2020;Spectacle vivant;Avant-saison (1er janvier - 20 juin);43.6582880911, 4.4077842781
Encore encore;Provence-Alpes-Côte d'Azur;Var;Correns;83045;encoreencorefestival.com;hello@laboratoiredespossibles.com;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);43.4864185627, 6.06826217623
Biennale des arts de la scène en Méditerranée;Occitanie;Hérault;Montpellier;34172;https://www.13vents.fr/biennale-des-arts-de-la-scene-en-mediterranee-3/?fbclid=IwAR3cVFJ7x19mLtJGcMsoDMPMXmBnL64nbY57xeFya39OcpUtj7oe_XEaBAY;relationspubliques@13vents.fr;2010 et après;2020;Spectacle vivant;Après-saison (6 septembre - 31 décembre);43.6134409138, 3.86851657896
Rencontres musicales de Toulonjac;Occitanie;Aveyron;Toulonjac;12281;https://www.legerfautdetoulonjac.fr/;gerfaut.toulonjac@gmail.com;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);44.380429669, 1.99865710824
Moissons;Centre-Val de Loire;Indre-et-Loire;Tours;37261;www.atmusica.fr;ensemble.atmusica.fr // info@atmusica.fr;2010 et après;2020;Musique;Après-saison (6 septembre - 31 décembre);47.3986382281, 0.696526376417
Regards sur rue;Provence-Alpes-Côte d'Azur;Var;Le Revest-les-Eaux;83103;https://www.le-pole.fr/festival-regards-sur-rue-2;cyrille@le-pole.fr;2010 et après;2020;Spectacle vivant;;43.1824918424, 5.94565392204
Le petit festival du palais Longchamp;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Marseille;13055;lefunnumusical.com;lefunnymusical@gmail.com;2010 et après;2020;Spectacle vivant;Saison (21 juin - 5 septembre);43.296346, 5.369889
Boudu la Jongle;Occitanie;Haute-Garonne;Gagnac-sur-Garonne;31205;https://www.parhazart.org/;evenement@parhazart.org;2010 et après;2020;Spectacle vivant;Saison (21 juin - 5 septembre);43.7075932093, 1.36359468155
Festival Lily;Guadeloupe;Guadeloupe;Gosier;97113;https://www.facebook.com/FestivalLily971;thestation971@gmail.com;2010 et après;2020;Musique;Après-saison (6 septembre - 31 décembre);16.2252192032, -61.4698776652
Liberté + in&out toulon;Provence-Alpes-Côte d'Azur;Var;Toulon;83137;www.lesouvreurs.com;benoitarnulf@yahoo.fr;2010 et après;2020;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);43.1361589728, 5.93239634249
Les infaillibles;Hauts-de-France;Oise;Creil;60175;https://www.faiencerie-theatre.com/;c.franchet@faiencerie-theatre.com;2010 et après;2020;Spectacle vivant;Avant-saison (1er janvier - 20 juin);49.2533487138, 2.48472669359
La Frairie;Normandie;Seine-Maritime;Saint-Martin-du-Bec;76615;https://www.facebook.com/Lafrairiefestival76;victorgarbaccio@gmail.com;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);49.6006687122, 0.202278495789
Rencontres éclectiques de la Velouse;Centre-Val de Loire;Cher;Charly;18054;www.hippolyte14-3.com;hippolyte14.3.theatre@gmail.com;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);46.9023025969, 2.76293801009
Contes d'été;Centre-Val de Loire;Indre-et-Loire;Esves-le-Moutier;37103;https://www.facebook.com/Compagnie-À-Table-1312705005565487/?ref=pages_you_manage;contesdete@gmail.com;2010 et après;2020;Spectacle vivant;Saison (21 juin - 5 septembre);47.0320001682, 0.903999367241
Festival de l'image du Dévoluy;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Le Dévoluy;5139;https://festival-image-devoluy.com;animation@ledevoluy.com;2010 et après;2020;Arts visuels, arts numériques;Saison (21 juin - 5 septembre);44.6775419763, 5.94047368781
Les Volques;Occitanie;Gard;Nimes;30189;Lesvolquesfestival.com;festival.lesvolques@hmail.com;2010 et après;2020;Musique;Après-saison (6 septembre - 31 décembre);43.844938394, 4.34806796996
Green River Valley Festival;Normandie;Manche;Vains;50612;grv.label-plante.com;labelplanteasso@gmail.com;2010 et après;2020;Musique;Avant-saison (1er janvier - 20 juin);48.6760046422, -1.42560331067
Histoires de Femmes - Festival de Dreux;Centre-Val de Loire;Eure-et-Loir;Dreux;28134;https://www.zecrea.fr/festival-de-dreux-2022;leslumieresdelaville28@gmail.com;2010 et après;2020;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);48.7485203213, 1.35931854112
Doc-Cévennes / festival international du documentaire de Lasalle-en-Cévennes;Occitanie;Gard;Lasalle;30140;doc-cevennes.org;festivaldelasalle@orange.fr;2010 et après;2020;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);44.0428979358, 3.85182045128
D'une fanfare à l'autre;Normandie;Manche;Dragey-Ronthon;50167;https://dunemusicalautre.fr/;contact@dunemusicalautre.fr;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);48.7166999564, -1.48832263825
Festival International du Film d'Animation de Metz;Grand Est;Moselle;Metz;57463;http://fifam.laligue57.org/;pauline.matelic@laliguefol57.org;2010 et après;2020;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);49.1081133279, 6.1955245421
Mosaïque;Hauts-de-France;Oise;Creil;60175;http://faiencerie-theatre.com/Mosaique.html;j.checco@faiencerie-theatre.com;2010 et après;2020;Spectacle vivant;Après-saison (6 septembre - 31 décembre);49.2533487138, 2.48472669359
Courts circuit 66;Occitanie;Pyrénées-Orientales;Castelnou;66044;https://www.courtscircuit66.com/;festivalcc66@gmail.com;2010 et après;2020;Cinéma, audiovisuel;Saison (21 juin - 5 septembre);42.6193831125, 2.70904889838
Gospel'in Blues;Centre-Val de Loire;Cher;Saint-Amand-Montrond;18197;https://www.facebook.com/profile.php?id=100054568773860;;2010 et après;2020;Musique;Après-saison (6 septembre - 31 décembre);46.726171431, 2.52013626979
Festival du Livre Ancres et Encres de Saint-Vaast-la-Hougue;Normandie;Manche;Saint-Vaast-la-Hougue;50562;https://www.facebook.com/Ancres-Encres-783429081750944/?ref=pages_you_manage;ancresetencres1@gmail.com;De 2000 à 2009;2020;Livre, littérature;Saison (21 juin - 5 septembre);49.5993508281, -1.27306891683
Récidive 1940;Centre-Val de Loire;Loiret;Orléans;45234;https://www.cinemalescarmes.com/recidive/;;2010 et après;2020;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);47.8828634214, 1.91610357477
Les p'tites tommettes;Hauts-de-France;Oise;Creil;60175;https://www.faiencerie-theatre.com/Lesptitestommettes.html;l.thebault@faiencerie-theatre.com;2010 et après;2020;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);49.2533487138, 2.48472669359
Festival l'Estival Musical;Normandie;Calvados;Bénouville;14060;https://www.facebook.com/FestivalEstivalMusical/;awen.diffusion@gmail.com;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);49.2437018681, -0.287859699989
En blanc et noir;Occitanie;Aude;Lagrasse;11185;https://www.enblancetnoir.com/;ab@enblancetnoir.com;2010 et après;2020;Musique;Saison (21 juin - 5 septembre);43.0957230349, 2.60436046295
FARaway - Festival des Arts à Reims;Grand Est;Marne;Reims;51454;FARAWAYFESTIVAL.EU;hello@farawayfestival.eu;2010 et après;2020;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);49.2514906066, 4.0402302322
Firemaster Convention;Centre-Val de Loire;Indre;Châteauroux;36044;www.firemaster-convention.fr;contact@firemaster-convention.fr;2010 et après;2020;Musique;Avant-saison (1er janvier - 20 juin);46.8029617828, 1.69399812001
Atuluça - Festival de la littérature jeunesse;Centre-Val de Loire;Indre-et-Loire;Saint-Pierre-des-Corps;37233;https://www.facebook.com/Atulu%C3%A7a-467768827366018/;;2010 et après;2020;Livre, littérature;Saison (21 juin - 5 septembre);47.3884488197, 0.738011772072
Festival de Films de Mémoire;Guadeloupe;Guadeloupe;Le Moule;97117;www.apcag.com;apcagcinediles@gmail.com;2010 et après;2020;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);16.3204595682, -61.3718985191
Festival Grindhouse Paradise;Occitanie;Haute-Garonne;Toulouse;31555;www.grindhouseparadise.fr;info@grindhouseparadise.fr;2010 et après;2020;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.5963814303, 1.43167293364
Pierres insolites;Occitanie;;;0;https://lejournaldugers.fr/article/43959-pierres-insolites-un-festival-pour-decouvrir-le-patrimoine-de-loccitanie-autrement;assoeurekart@gmail.com;2010 et après;2020;Spectacle vivant;Saison (21 juin - 5 septembre);
Festival Pel-licula;Occitanie;Pyrénées-Orientales;Argelès-sur-Mer;66008;https://web.digitick.com/pel-licula-1ere-edition-festival-parc-de-valmy-argeles-sur-mer-du-18-juin-2020-au-19-juin-2021-css5-pellicula-pg101-ri6837497.html;;2010 et après;2020;Cinéma, audiovisuel;avant-saison (1er janvier - 20 juin);42.5352193463, 3.02429862885
Chemo-Chantiers;Centre-Val de Loire;Loiret;Chemault;45035;pas encore ouvert;chemo.chantiers@gmail.com;2010 et après;2020;Spectacle vivant;Saison (21 juin - 5 septembre);48.0389368902, 2.35695030268
Coul'heures d'automne;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Juan-Les-Pins;6004;coulheures.com;labelnoteprod@gmail.com;2010 et après;2020;Arts visuels, arts numériques;Après-saison (6 septembre - 31 décembre);43.587465146, 7.10635418256
Festival de l'écrit et des arts graphiques;Guyane;Guyane;Cayenne;97302;www.ville-cayenne.fr;dacc-missions@ville-cayenne.fr;2010 et après;2020;Pluridisciplinaire;Octobre;5.02173742828, -52.5012511113
Le Sous-Marin;Pays de la Loire;Maine-et-Loire;Loire-Authion;49307;www.compagniedupoulpe.net;compagniedupoulpe@gmail.com;2010 et après;2020;Spectacle vivant;Saison (21 juin - 5 septembre);47.4219645317, -0.319673646947
Les Vendredis festifs du mas;Occitanie;Gard;Saint-Ambroix;30227;www.masdebruguerolle.com;masdebruguerolle@gmail.com;2010 et après;2020;Spectacle vivant;Saison (21 juin - 5 septembre);44.2524583659, 4.19418573198
Festival Rêves d'enfants;Provence-Alpes-Côte d'Azur;Hautes-Alpes;Briançon;5023;www.serre-chevalier.com;info@ot-briancon.fr;2010 et après;2019;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);44.8994986041, 6.64947524018
Festival du film d'un jour;Bourgogne-Franche-Comté;Territoire de Belfort;Belfort;90010;http://www.ff1j.fr/;ff1j@utbm.fr;2010 et après;2019;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);47.6471539414, 6.84541206237
Le Festival du fantastique;Occitanie;Hérault;Béziers;34032;http://festival-fantastique.fr/;;2010 et après;2019;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);43.3475883319, 3.23076754164
Festival Polar, vin et compagnie;Occitanie;Aveyron;Millau;12145;https://www.festivalpolarmillau.com;capsudaveyron12@orange.fr;2010 et après;2019;Livre, littérature;Avant-saison (1er janvier - 20 juin);44.0976252203, 3.11705384129
Ribambelles;Centre-Val de Loire;Indre-et-Loire;Montbazon;37154;www.montbazon.fr;;2010 et après;2019;Spectacle vivant;Avant-saison (1er janvier - 20 juin);47.2839455811, 0.706640870715
L'Abrazo de la Vilaine;Bretagne;Ille-et-Vilaine;Redon;35236;http://abrazovilaine.wixsite.com/tango;creatabrazotango@gmail.com;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);47.6609734327, -2.08008568692
Musi'Caux;Normandie;Seine-Maritime;Saint-Aubin-sur-Mer;76564;https://www.saintaubinsurmer76.fr/fr/musicales.html;;2010 et après;2019;Musique;Après-saison (6 septembre - 31 décembre);49.8888204893, 0.875914099002
Cinétoiles;Occitanie;Hérault;Sète;34301;www.cinema-comoedia.com;danielkup@hotmail.fr;2010 et après;2019;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);43.3917705831, 3.64705148296
Arkédi'Art;Grand Est;Haut-Rhin;Turckheim;68338;https://www.facebook.com/arkediart;arkediart@arkedia.fr;2010 et après;2019;Spectacle vivant;Avant-saison (1er janvier - 20 juin);48.0865424063, 7.25076356699
Bonnay'Toiles;Bourgogne-Franche-Comté;Saône-et-Loire;Bonnay;25073;https://www.facebook.com/bonnaytoiles/;maryseannet@aol.com;2010 et après;2019;Cinéma, audiovisuel;Avant-saison (1er janvier - 20 juin);47.3292152038, 6.04469587885
Bourges Contemporain;Centre-Val de Loire;Cher;Bourges;18033;www.antrepeaux.net/bourges-contemporain-2021;bourgescontemporain@gmail.com;2010 et après;2019;Arts visuels, arts numériques;Saison (21 juin - 5 septembre);47.0749572013, 2.40417137557
Le Kraken;Pays de la Loire;Vendée;Les Sables-d'Olonne;85194;https://www.instagram.com/lekrakenfestival/;lagrandebordee@gmail.com;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);46.5007612799, -1.79255128677
Hip Open Dance;Hauts-de-France;Nord;Lille;59350;https://flow.lille.fr;flow@mairie-lille.fr;2010 et après;2019;Spectacle vivant;Avant-saison (1er janvier - 20 juin);50.6317183168, 3.04783272312
Super Via;Hauts-de-France;Nord;Maubeuge;59392;http://leguidedesfestivals.com/2019-festival-supervia-37763.html;;2010 et après;2019;Pluridisciplinaire;Avant-saison (1er janvier - 20 juin);50.283630719, 3.96328053037
Les Nuits Vilaines;Bretagne;Morbihan;Péaule;56153;Nous n'avons pas de site internet;contact.lesnuitsvilaines@gmail.com;2010 et après;2019;Musique;Avant-saison (1er janvier - 20 juin);47.5826411591, -2.33551260645
Music en Avre;Centre-Val de Loire;Eure-et-Loir;Saint-Lubin-des-Joncherets;28348;www.musicenavre.com;communication@musicenavre.com;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);48.7509228383, 1.18734034626
Process;Bretagne;Finistère;Quimper;29232;Process-festival.com;Assosynchrone@gmail.com;2010 et après;2019;Musique;Avant-saison (1er janvier - 20 juin);47.9971425162, -4.09111944455
Musical'été;Centre-Val de Loire;Cher;Aix-d'Anguillon;18003;www.terresduhautberry.fr;;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);47.192968882, 2.56146410193
Festival Pignon sur mer;Occitanie;Pyrénées-Orientales;Banyuls-sur-mer;66016;https://www.pignon-sur-mer.org/;contact@karwan.fr;2010 et après;2019;Spectacle vivant;Après-saison (6 septembre - 31 décembre);42.4614750255, 3.09989653778
Louhans Jazz Festival;Bourgogne-Franche-Comté;Saône-et-Loire;Louhans;71263;;jimcarau@gmail.com;2010 et après;2019;Musique;Après-saison (6 septembre - 31 décembre);46.6351883548, 5.23839292789
Eldorando, estival pyrénéen de la randonnée;Occitanie;Hautes-Pyrénées;Arrens-Marsous;65032;https://www.eldorando.fr/;;2010 et après;2019;Pluridisciplinaire;Saison (21 juin - 5 septembre);42.9104049352, -0.260439991296
Contours;Île-de-France;Hauts-de-Seine;Clichy-la-Garenne;92024;https://www.festivalcontours.fr/;etienne.choteau@bon-esprit.fr;2010 et après;2019;Musique;Avant-saison (1er janvier - 20 juin);48.9035359139, 2.30575230452
JazzOgnons;Pays de la Loire;Mayenne;Laval;53130;;jazzognons@laposte.net;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);48.0608565468, -0.766005687142
BRUIT;Île-de-France;Paris;Paris;75056;https://www.theatredelaquarium.net/festival-bruit;berengere@theatredelaquarium.net;2010 et après;2019;Musique;Après-saison (6 septembre - 31 décembre);48.8567, 2.3508
Les invizibles - Festival du cinéma d'Orléans;Centre-Val de Loire;Loiret;Orléans;45234;Lesinvizibles.fr;lesinvizibles@gmail.com;2010 et après;2019;Cinéma, audiovisuel;Après-saison (6 septembre - 31 décembre);47.8828634214, 1.91610357477
Dangereuses Lectrices;Bretagne;Ille-et-Vilaine;Rennes;35238;dangereuseslectrices.org;contact@dangereuseslectrices.org;2010 et après;2019;Livre, littérature;Après-saison (6 septembre - 31 décembre);48.1119791219, -1.68186449144
PRIMO;Île-de-France;Val-d'Oise;Roissy-en-France;95527;https://oposito.fr/-PRIMO-en-amont-des-Rencontres-d-.html;;2010 et après;2019;Spectacle vivant;Avant-saison (1er janvier - 20 juin);49.00660444, 2.51417743519
Musique en cour jazz & lyrique;Occitanie;Gard;Aigues-Mortes;30003;https://www.eterritoire.fr/detail/activites-touristiques/musique-en-cour/2468467671/occitanie,gard,aigues-mortes(30220);;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);43.5507249635, 4.18349802063
Ligat festival;Occitanie;Aude;Couiza;11103;www.ligat-festival.fr;ligat.festival@gmail.com;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);42.9352199297, 2.27047605296
9e L'Yeu;Pays de la Loire;Vendée;L'Île-d'Yeu;85113;https://www.bd-ile-yeu.fr/;francoisjeangoudeau@gmail.com;2010 et après;2019;Livre, littérature;Après-saison (6 septembre - 31 décembre);46.7093514816, -2.34712702345
Percu'sud académie et festival de percussions;Occitanie;Aude;Limoux;11206;https://www.helloasso.com/associations/percu-sud/adhesions/inscriptions-percu-sud-2020;sebastiengisbert@gmail.com;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);43.0499293279, 2.23958811407
Festi'nize;Occitanie;Hérault;Lunas;34144;https://www.francebleu.fr/emissions/la-nouvelle-scene-live-france-bleu-herault/herault/la-nouvelle-scene-live-france-bleu-herault-47;;2010 et après;2019;Musique;Saison (21 juin - 5 septembre);43.7089785299, 3.20607492455
12000 Signes;Grand Est;Meurthe-et-Moselle;Nancy;54395;http://lesfruitsduhasard.com / site de la Cie porteuse du festival;fruitsduhas@wanadoo.fr;2010 et après;2019;Livre, littérature;Après-saison (6 septembre - 31 décembre);48.6901995499, 6.17588254434
